id,en
WIKI_MOON_FENRIR,"
Fenrir ( FEN-reer) or Saturn XLI (provisional designation S/2004 S 16) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005, from observations taken between December 13, 2004, and March 5, 2005. Fenrir has an apparent magnitude of 25, making it one of the faintest known moons in the Solar System, and was discovered using some of the largest telescopes in the world. It is even too dark to be observed by the Cassini spacecraft in orbit around Saturn where it never gets brighter than ~17th magnitude. Fenrir was named after Fenrisulfr, a giant wolf from Norse mythology, father of Hati and Skoll, son of Loki, destined to break its bonds for Ragnarök.

Fenrir is about 4 kilometres in diameter, and orbits Saturn at an average distance of 22,454 Mm in 1260 days, at an inclination of 163° to the ecliptic (143° to Saturn's equator) with an eccentricity of 0.136. The Fenrian orbit is retrograde: it orbits Saturn in a direction opposite to the planet's spin, suggesting that this irregular moon was captured by Saturn.

  --https://en.wikipedia.org/wiki/Fenrir_(moon)"
WIKI_MOON_FORNJOT,"
Fornjot ( FOR-nyot), or Saturn XLII (provisional designation S/2004 S 8), is the outermost natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 4 May 2005 from observations taken between 12 December 2004, and 11 March 2005.

It is about 6 kilometres in diameter, and it orbits Saturn at an average distance of 23,609 Mm in 1354 d at an inclination of 168° to the ecliptic (160° to Saturn's equator) in a retrograde direction and with an eccentricity of 0.186.

Fornjot was named after Fornjót, a giant in Norse mythology.

  --https://en.wikipedia.org/wiki/Fornjot_(moon)"
WIKI_MOON_HATI,"
Hati ( HAH-tee) or Saturn XLIII (provisional designation S/2004 S 14) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 4 May 2005, from observations taken between 12 December 2004 and 11 March 2005.

Hati is about 6 kilometers in diameter, and orbits Saturn at an average distance of 20,303 Mm in 1080 days, at an inclination of 163° to the ecliptic (165° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.291. In March 2013, the synodic rotational period was measured by Cassini to about 5.5 hours. This is the fastest known rotation of all of Saturn's moons. 

It was named in April 2007 after Hati, a giant wolf from Norse mythology, son of Fenrisúlfr and twin brother of Sköll.

  --https://en.wikipedia.org/wiki/Hati_(moon)"
WIKI_MOON_HYRROKKIN,"
Hyrrokkin ( hi-ROK-in) or Saturn XLIV (provisional designation S/2004 S 19) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on June 26, 2006, from observations taken between December 12, 2004, and April 30, 2006.

Hyrrokkin is about 8 kilometres in diameter, and orbits Saturn at an average distance of 18,168 Mm in 914 days, at an inclination of 153° to the ecliptic (154° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.36. During four observations in March 2013, the synodic rotational period was measured by the Cassini spacecraft to approximately 12 hours and 45 minutes.

It was named in April 2007 after Hyrrokkin, a giantess from Norse mythology, who launched Hringhorni, Baldr's funeral ship. It was originally listed as being spelled Hyrokkin, but the spelling was later corrected.

  --https://en.wikipedia.org/wiki/Hyrrokkin_(moon)"
WIKI_MOON_KARI,"
Kari ( KAR-ee; Icelandic: [ˈkaʊri]), or Saturn XLV (provisional designation S/2006 S 2), is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 26 June 2006 from observations taken between January and April 2006.

Kari is about 7 kilometres in diameter, and orbits Saturn at an average distance of 22,305,100 km in 1243.71 days, at an inclination of 148.4° to the ecliptic (151.5° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.3405. The rotation period has been determined to 7 hours and 42 minutes. 

It was named in April 2007 after Kári, son of Fornjót, the personification of wind in Norse mythology.

  --https://en.wikipedia.org/wiki/Kari_(moon)"
WIKI_MOON_LOGE,"
Loge ( LOY-ay or spelling pronunciation  LOH-gee), or Saturn XLVI (provisional designation S/2006 S 5), is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 26 June 2006, from observations taken between January and April 2006.

Loge is about 6 kilometres in diameter, and orbits Saturn at an average distance of 23,142.0 Mm in 1314.364 days, at an inclination of 166.5° to the ecliptic (165.3° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.1390.

It was named in April 2007, after Loge (also spelled Logi), a fire giant from Norse mythology, son of Fornjót, sometimes confused with the god Loki. These two figures were merged into Loge in Richard Wagner's Der Ring des Nibelungen.

  --https://en.wikipedia.org/wiki/Loge_(moon)"
WIKI_MOON_SKOLL,"
Skoll ( SKOL; Norse [skœlː]) or Saturn XLVII (provisional designation S/2006 S 8) is a retrograde irregular satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt and Jan Kleyna on 26 June 2006 from observations taken between 5 January and 30 April 2006.Skoll is about 6 kilometres in diameter (assuming an albedo of 0.04) and orbits Saturn at an average distance of 17.6 Gm (million km) in 869 days, following a highly eccentric and moderately inclined orbit.

It was named in April 2007 after Sköll, a giant wolf from Norse mythology, son of Fenrisulfr and twin brother of Hati.

  --https://en.wikipedia.org/wiki/Skoll_(moon)"
WIKI_MOON_SURTUR,"
Surtur ( SUR-tər), or Saturn XLVIII (provisional designation S/2006 S 7), is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on June 26, 2006 from observations taken between January and April 2006. It was named after Surtr, a leader of the fire giants of Norse mythology.

Surtur is about 6 kilometres in diameter, and orbits Saturn at an average distance of 22,243.6 Mm in 1238.575 days. The Surtian orbit is retrograde, at an inclination of 166.9° to the ecliptic (148.9° to Saturn's equator) and with an eccentricity of 0.3680.

  --https://en.wikipedia.org/wiki/Surtur_(moon)"
WIKI_MOON_JARNSAXA,"
Jarnsaxa ( yarn-SAKS-ə), also known as Saturn L (provisional designation S/2006 S 6), is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on June 26, 2006, from observations taken between January 5 and April 29, 2006.



Jarnsaxa is about 6 kilometres in diameter, and orbits Saturn at an average distance of 18,556.9 Mm in 943.784 days, at an inclination of 162.9° to the ecliptic (164.1° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.1918. It is a member of the Norse group of irregular satellites.

It is named after Járnsaxa, a giantess in Norse mythology.

  --https://en.wikipedia.org/wiki/Jarnsaxa_(moon)"
WIKI_MOON_GREIP,"
Greip ( grayp), or Saturn LI (provisional designation S/2006 S 4), is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 26 June 2006, from observations taken between 5 January and 1 May 2006.

Greip is about 6 kilometres in diameter, and orbits Saturn at an average distance of 18,066 Mm in 906.556 days, at an inclination of 172.7° to the ecliptic (159.2° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.3735.

It is named after Greip, a giantess in Norse mythology.

  --https://en.wikipedia.org/wiki/Greip_(moon)"
WIKI_MOON_TARQEQ,"
Tarqeq ( TAR-kek), also known as Saturn LII (provisional designation S/2007 S 1) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 13 April 2007 from observations taken between 5 January 2006 and 22 March 2007. It is named after Tarqeq, the Inuit moon god, and is a member of the Inuit group of irregular satellites. It is about seven kilometres in diameter. The Cassini spacecraft observed Tarqeq over 1.5 days on 15–16 January 2014. 

The Tarqiup (Tarqeqian) orbit lies at an inclination of 49.90° (to the ecliptic; 49.77° to Saturn's equator), with an eccentricity of 0.1081 and a semi-major axis of 17.9106 Gm. Tarqeq orbits in a prograde direction with a period of 894.86 days.

  --https://en.wikipedia.org/wiki/Tarqeq"
WIKI_MOON_S_2004_S_7,"
S/2004 S 7 is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005 from observations taken between December 12, 2004 and March 8, 2005.

S/2004 S 7 is about 6 kilometres in diameter, and orbits Saturn at an average distance of 20,999 Mm in 1140.24 days, at an inclination of 166° to the ecliptic (166° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.5299.This moon has not been seen since its discovery in 2004 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2004_S_7"
WIKI_MOON_S_2004_S_12,"
S/2004 S 12 is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005 from observations taken between December 12, 2004 and March 9, 2005.

S/2004 S 12 is about 5 kilometres in diameter, and orbits Saturn at an average distance of 19,906 Gm in 1048.541 days, at an inclination of 164° to the ecliptic (162° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.396.

This moon has not been seen since its discovery in 2004 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2004_S_12"
WIKI_MOON_S_2004_S_13,"
S/2004 S 13 is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 4 May 2005 from observations taken between 12 December 2004 and 9 March 2005.

S/2004 S 13 is about 6 kilometres in diameter, and orbits Saturn at an average distance of 18,056 Mm in 905.848 days, at an inclination of 167° to the ecliptic (143° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.261.

This moon has not been seen since its discovery in 2004 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2004_S_13"
WIKI_MOON_S_2004_S_17,"
S/2004 S 17 is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005 from observations taken between December 13, 2004 and March 5, 2005.

S/2004 S 17 is about 4 kilometres in diameter, and orbits Saturn at an average distance of 19,099 Mm in 985.453 days, at an inclination of 167° to the ecliptic (162° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.226.

This moon has not been seen since its discovery in 2004 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2004_S_17"
